Text_Ori,Text_clear,Label,Label_2,Check,Final_Label
tôi thật sự mệt mỏi với cuộc tình này . tôi buông thôi 🥺,tôi thật sự mệt mỏi với cuộc tình này . tôi buông thôi ,0,,,0
tôi cũng muốn buông mà sao đau quá bạn ơi 🥺,tôi cũng muốn buông mà sao đau quá bạn ơi ,0,,,0
tôi ko còn sức lực để chóng chọi lại những tổn thương A dần cho tôi và con nữa rồi,tôi không còn sức lực để chóng chọi lại những tổn thương anh dần cho tôi và con nữa rồi,0,,,0
mình đã mệt mỏi khi thấy họ đã thây đổi k còn như trước nữa,mình đã mệt mỏi khi thấy họ đã thay đổi không còn như trước nữa,0,,,0
"buông từ lâu rồi, hk phải hk cô gắng hay bỏ cuộc mà muốn vạch ra ganh giới giữ tuyệt vọng và quyết tâm, 😁😁","buông từ lâu rồi, không phải không cố gắng hay bỏ cuộc mà muốn vạch ra ganh giới giữ tuyệt vọng và quyết tâm",2,,,2
Biết là họ đã giàu đổi vợ. Biết là họ ko coi trọng mình. Những nghĩ rất ức. Khi nghèo khó có mình bên cạnh. Khi mình bệnh họ có tiền bạc thì bỏ mình.,Biết là họ đã giàu đổi vợ. Biết là họ không coi trọng mình. Những nghĩ rất ức. Khi nghèo khó có mình bên cạnh. Khi mình bệnh họ có tiền bạc thì bỏ mình.,2,,,2
"cháu muốn được chú thương nhưng chú lại ghét cháu đì cháu mang những điều tồi tệ đến với cháu, chú là quản lý mà","cháu muốn được chú thương nhưng chú lại ghét cháu vì cháu mang những điều tồi tệ đến với cháu, chú là quản lý mà",1,,,1
tôi cứ ngỡ họ sẽ làm lành vết thương cho tôi. nhưng khi chỉ có 2 người họ lại quay về con người thật của họ. tôi phải buông thôi. mệt mỏi quá rồi,tôi cứ ngỡ họ sẽ làm lành vết thương cho tôi. nhưng khi chỉ có 2 người họ lại quay về con người thật của họ. tôi phải buông thôi. mệt mỏi quá rồi,0,,,0
chấp nhận và rời xa người mình thương là điều đau đớn nhất.phải chấp nhận và đối diện với sự thật thôi.tự nhủ phải cố gắng vui vẻ🥰🥰🥰,chấp nhận và rời xa người mình thương là điều đau đớn nhất.phải chấp nhận và đối diện với sự thật thôi.tự nhủ phải cố gắng vui vẻ,2,,,2
Toi lúc đó sẽ im lặng và rơi xa la cách tốt nhất cho bản thân mình,Tới lúc đó sẽ im lặng và rơi xa la cách tốt nhất cho bản thân mình,2,,,2
"Hnay mình buông xuống dc r, mn vui cho t k? ôm ấp suy nghĩ về ng đó khiến t k tập trung làm dc g, phần lại phiền ngta, thôi mình buông tay.","Hôm nay mình buông xuống được rồi, mọi người vui cho tôi không? ôm ấp suy nghĩ về người đó khiến tôi không tập trung làm được gì, phần lại phiền người ta, thôi mình buông tay.",2,,,2
"sức chịu đựng nó đã đạt được đến mức thượng thừa rồi
nhưng vẫn kô thể nào buông đc
bởi vậy mới nói người nặng tình sẽ đau hơn","sức chịu đựng nó đã đạt được đến mức thượng thừa rồi
nhưng vẫn không thể nào buông được
bởi vậy mới nói người nặng tình sẽ đau hơn",2,,,2
Đúng rồi. Nó cx quá mệt mỏi rồi lúc nào cũng pải gồng gánh trong mối quan hệ khi người ta đã không bận tâm. 😳😳,Đúng rồi. Nó cũng quá mệt mỏi rồi lúc nào cũng phải gồng gánh trong mối quan hệ khi người ta đã không bận tâm. ,0,,,0
"chính xác, ko buông đc cũng phải buông, ko bỏ đc cũng cố gắng,,người xưa có câu, giữ người ở lại,chứ ai giữ người đi,","chính xác, không buông được cũng phải buông, không bỏ được cũng cố gắng, người xưa có câu, giữ người ở lại,chứ ai giữ người đi,",2,,,2
cũng là lúc ak ấy im lặng và trời đi lặng lẽ😅,cũng là lúc anh ấy im lặng và rời đi lặng lẽ,2,,,2
ừ. Thật tệ. Khi t chưa từng thật sự ổn. Có những chuyện đã kết thúc rất lâu r. Nhưng nó ám ảnh t. T sợ. T rất sợ. T chưa thể bước qua lỗi sợ ấy. Thật tệ. Cho dù t đã rất cố gắng .,ừ. Thật tệ. Khi tôi chưa từng thật sự ổn. Có những chuyện đã kết thúc rất lâu rồi. Nhưng nó ám ảnh tôi. Tôi sợ. Tôi rất sợ. Tôi chưa thể bước qua lỗi sợ ấy. Thật tệ. Cho dù tôi đã rất cố gắng .,1,,,1
"sau mối chính thức đầu tiên khoảng tgian sau mỗi lúc nhắm mắt mọi thứ lặp lại trong đầu rất nh lần, mới đầu thì hphuc ketthuc thì đau khổ, nó làm t sợ bắt đầu, và t nghĩ maybe t đang bị trừng phạt","sau mối chính thức đầu tiên khoảng thời gian sau mỗi lúc nhắm mắt mọi thứ lặp lại trong đầu rất nhiều lần, mới đầu thì hạnh phúc kết thúc thì đau khổ, nó làm tôi sợ bắt đầu, và tôi nghĩ maybe tôi đang bị trừng phạt",1,,,1
"Tôi cũng bị overthinking, stress thường xuyên, dù chuyện nào đó nó nhỏ như cái móng tay. Tôi mệt mỏi với chính mình nhưng ko biết phải làm sao, ko hiểu tại sao, mình ko muốn nghĩ ngợi mà tự nó cứ vậy á. Mất ngủ, mệt mỏi vô cùng","Tôi cũng bị overthinking, stress thường xuyên, dù chuyện nào đó nó nhỏ như cái móng tay. Tôi mệt mỏi với chính mình nhưng không biết phải làm sao, không hiểu tại sao, mình không muốn nghĩ ngợi mà tự nó cứ vậy á. Mất ngủ, mệt mỏi vô cùng",1,,,1
"Dạo này mik bị overthinking quá đà, có khi nằm nghĩ cả tiếng đồng hồ vẫn kh tài nào vào giấc được😭😭😭","Dạo này mình bị overthinking quá đà, có khi nằm nghĩ cả tiếng đồng hồ vẫn không tài nào vào giấc được",1,,,1
"lúc mình có tiền thì ai cũng thấy mình có giá trị, còn khi hết tiền thì chính những người mình xem là gia đình cũng nói mình vô dụng, đời là thế.","lúc mình có tiền thì ai cũng thấy mình có giá trị, còn khi hết tiền thì chính những người mình xem là gia đình cũng nói mình vô dụng, đời là thế.",2,,,2
biết bản thân vô dụng nhưng chẳng làm gì đc,biết bản thân vô dụng nhưng chẳng làm gì được,0,,,0
"Rất nhìu, nghĩ mình vô dụng bất tài ko đc tích sự j cả...","Rất nhiều, nghĩ mình vô dụng bất tài không được tích sự gì cả",0,,,0
Cảm thấy mình sinh ra thật vô nghĩa,Cảm thấy mình sinh ra thật vô nghĩa,2,,,2
"🥺🥺 Nhiều lúc suy nghĩ mà chẳng hiểu vì sao mình như vậy 🥺 tại sao mng làm được, mà mình lại k 🥺","Nhiều lúc suy nghĩ mà chẳng hiểu vì sao mình như vậy tại sao mọi người làm được, mà mình lại không",1,,,1
Hiện mình đang có 10 vé tư vấn định hướng bản thân. Các bạn tham gia sẽ có cơ hội được nhận giải đáp online cũng như định vị tương lai và cách phát triển và tự tin phù hợp với bản thân nhé.,Hiện mình đang có 10 vé tư vấn định hướng bản thân. Các bạn tham gia sẽ có cơ hội được nhận giải đáp online cũng như định vị tương lai và cách phát triển và tự tin phù hợp với bản thân nhé.,2,,,2
"lúc mình có tiền thì ai cũng thấy mình có giá trị, còn khi hết tiền thì chính những người mình xem là gia đình cũng nói mình vô dụng, đời là thế.","lúc mình có tiền thì ai cũng thấy mình có giá trị, còn khi hết tiền thì chính những người mình xem là gia đình cũng nói mình vô dụng, đời là thế.",2,,,2
"mình cứ nghĩ bản thân mình luôn dc vui vẻ hạnh phúc, nhưng 1 ngày nào đấy ng thân gdinh mình bảo mình chỉ là 1 cái thùng để mng trút hết giận vào ng mình th =)))) haha gudluck","mình cứ nghĩ bản thân mình luôn được vui vẻ hạnh phúc, nhưng 1 ngày nào đấy người thân gia đình mình bảo mình chỉ là 1 cái thùng để mọi người trút hết giận vào người mình thôi",2,,,2
trưởng thành rất mệt mỏi nhiều khi chỉ muốn mk còn bé thôi🥺,trưởng thành rất mệt mỏi nhiều khi chỉ muốn mình còn bé thôi,0,,,0
m cảm thấy mình là gánh nặng của bm😞😞,mình cảm thấy mình là gánh nặng của bố mẹ,0,,,0
"huhu t cảm thấy t chả làm gì nên hồn lúc nào cũng tự ti ,nhút nhát ,t kb t có thể làm tốt việc gì trên đời này k nữa 😭😭","huhu tôi cảm thấy tôi chả làm gì nên hồn lúc nào cũng tự ti ,nhút nhát ,tôi không biết tôi có thể làm tốt việc gì trên đời này không nữa ",0,,,0
3 năm rồi đi nước ngoài xa nhà k có ai thân thiết bên cạnh phải đi xin việc từng nơi cố gắng làm nghe lời chịu uất ức gì cũng im lặng nhưng việc gì cũng thất bại hết lần này đến lần khác chưa trả hết nợ cho bame muốn về cũng ko dám về,3 năm rồi đi nước ngoài xa nhà không có ai thân thiết bên cạnh phải đi xin việc từng nơi cố gắng làm nghe lời chịu uất ức gì cũng im lặng nhưng việc gì cũng thất bại hết lần này đến lần khác chưa trả hết nợ cho ba me muốn về cũng không dám về,1,,,1
"càng lớn mình càng suy nghĩ nhiều thứ, càng thấy cô đơn, hồi bé cứ muốn nhanh nhanh được làm người lớn, lớn r thì lại nuối tiếc vì tgian trôi qua ...","càng lớn mình càng suy nghĩ nhiều thứ, càng thấy cô đơn, hồi bé cứ muốn nhanh nhanh được làm người lớn, lớn rồi thì lại nuối tiếc vì thời gian trôi qua ",0,,,0
Đôi khi hiểu chuyện cũng là thiệt thòi 😞 bm ơi con gái của bm quá mệt r 😭,Đôi khi hiểu chuyện cũng là thiệt thòi bố mẹ ơi con gái của bố mẹ quá mệt rồi,0,,,0
Thật sự luôn bản thân mình luôn là một đứa vô đúng không làm được gì cả 🥲,Thật sự luôn bản thân mình luôn là một đứa vô đúng không làm được gì cả ,1,,,1
nhưng em nghĩ anh chị đã rất tốt rồi vì anh chị đã có cố gắng và thử thách bản thân mình lấy kinh nghiệm và bài học e thì,nhưng em nghĩ anh chị đã rất tốt rồi vì anh chị đã có cố gắng và thử thách bản thân mình lấy kinh nghiệm và bài học em thì,2,,,2
làm sao để vượt qua vậy chứ mình sắp nghỉm trong cái suy nghĩ đấy rôi 😳,làm sao để vượt qua vậy chứ mình sắp nghỉm trong cái suy nghĩ đấy rôi ,1,,,1
"mình cũng đang trong gd này lun, nhìu lúc còn nghĩ mik còn tồn tại thì còn là gánh nặng cho ngk 😔","mình cũng đang trong gia đoạn này luôn, nhiều lúc còn nghĩ mình còn tồn tại thì còn là gánh nặng cho người khác",1,,,1
Ngta thường nói bị nói vậy để cố gắng hơn nhưng tao nghe được tao chẳng muốn cố gắng nữa !,Người ta thường nói bị nói vậy để cố gắng hơn nhưng tao nghe được tao chẳng muốn cố gắng nữa !,2,,,2
"mình làm bất cứ chuyện gì cũng thất bại, đến nỗi mẹ và tất cả những ng thân quen còn nói rằng mình sinh ra là sai lầm","mình làm bất cứ chuyện gì cũng thất bại, đến nỗi mẹ và tất cả những người thân quen còn nói rằng mình sinh ra là sai lầm",0,,,0
"chả bao h làm được cái gì mà ngta cần , như mình đã cố gáng để thật tốt lắm rồi nhưng họ lại ko chịu nhìn lại hết","chả bao giờ làm được cái gì mà người ta cần , như mình đã cố gáng để thật tốt lắm rồi nhưng họ lại không chịu nhìn lại hết",2,,,2
"cái tâm lý đấy t cũng bị, cứ nghe ng khác chê riết r tự thấy bản thân k là cái gì cả, sau đó là k còn tinh thần để cố gắng cái việc đó nữa","cái tâm lý đấy tôi cũng bị, cứ nghe người khác chê riết rồi tự thấy bản thân không là cái gì cả, sau đó là không còn tinh thần để cố gắng cái việc đó nữa",0,,,0
"Mỗi lần nghĩ tới sau này là tui lại thấy bất an vcl, sợ k lo đc cho gia đình","Mỗi lần nghĩ tới sau này là tui lại thấy bất an, sợ không lo được cho gia đình",1,,,1
"Nhìn bạn bè thành công mà tui thấy mông lung wa', sợ mình mãi dậm chân tại chỗ","Nhìn bạn bè thành công mà tui thấy mông lung quá, sợ mình mãi dậm chân tại chỗ",1,,,1
"Tui bị sợ đám đông á mn, mỗi lần đi đâu đông ng là tim đập nhanh mún xỉu","Tui bị sợ đám đông á mọi người, mỗi lần đi đâu đông người là tim đập nhanh muốn xỉu",1,,,1
"Lo lắng nhìu đến mức sụt cân lun, đầu óc lúc nào cũng căng như dây đàn","Lo lắng nhiều đến mức sụt cân luôn, đầu óc lúc nào cũng căng như dây đàn",1,,,1
tôi sợ cậu bỏ tôi nên tôi đành bỏ cậu trước.,tôi sợ cậu bỏ tôi nên tôi đành bỏ cậu trước.,2,,,2
t bị mắc ovtk có cách nào hết kh ạ 😭. Thật sự t suy nghĩ nhiều vch. nói ra sợ ng ấy nghĩ mình bị khùng ý 😭,tôi bị mắc overthinking có cách nào hết không ạ. Thật sự tôi suy nghĩ nhiều vãi chưởng. nói ra sợ người ấy nghĩ mình bị khùng ý ,2,,,2
T bị overthinking nặng luôn. Lúc nào cũng vì dăm ba cái tin nhắn mà sợ hãi và nghĩ nhiều. Vậy mà k hiểu sao crush cũ t nó ác tới mức biết t bị vậy mà còn ngày nào cũng nhắn tin nch với t. Nó trap t,Tôi bị overthinking nặng luôn. Lúc nào cũng vì dăm ba cái tin nhắn mà sợ hãi và nghĩ nhiều. Vậy mà không hiểu sao crush cũ tôi nó ác tới mức biết tôi bị vậy mà còn ngày nào cũng nhắn tin nói chuyện với tôi. Nó trap tôi,2,,,2
"nhắn thì sợ phiền, còn không nhắn không thấy ngta nhắn cho mình trước thì nghĩ người ta chán không cần mình, có bạn mới, rồi cũng như mấy lần trước thôi🥺","nhắn thì sợ phiền, còn không nhắn không thấy người ta nhắn cho mình trước thì nghĩ người ta chán không cần mình, có bạn mới, rồi cũng như mấy lần trước thôi",2,,,2
"Người yêu mình cũng vậy, mình yêu anh ấy lắm, anh ấy lo cho mình từng chút một, chuyện nhỏ j anh ấy cx nhớ, mình từng nhắn tin lỡ k nũng nịu chút là anh ấy liền tưởng mình hết yêu anh ấy☺️","Người yêu mình cũng vậy, mình yêu anh ấy lắm, anh ấy lo cho mình từng chút một, chuyện nhỏ gì anh ấy cũng nhớ, mình từng nhắn tin lỡ không nũng nịu chút là anh ấy liền tưởng mình hết yêu anh ấy",2,,,2
"vì qkhu đã phải chịu nhiều những lời nói khó nghe nên bh cách nói chuyện khác đi cs chút là khiến t suy nghĩ rất nhiều. k hiểu ts nx, dù t rất muốn tin tưởng nhx k đc:(","vì quá khứ đã phải chịu nhiều những lời nói khó nghe nên bây giờ cách nói chuyện khác đi có chút là khiến tôi suy nghĩ rất nhiều. Không hiểu tại sao nữa, dù tôi rất muốn tin tưởng nhưng không được",1,,,1
"Bản thân mình cũng từng có một khoảng thời gian như thế. Nhưng rồi mình dần nhận ra, rằng chúng ta chỉ đơn giản là một con người. Chúng ta có những xúc cảm của riêng mình, chúng ta đã và đang trải qua","Bản thân mình cũng từng có một khoảng thời gian như thế. Nhưng rồi mình dần nhận ra, rằng chúng ta chỉ đơn giản là một con người. Chúng ta có những xúc cảm của riêng mình, chúng ta đã và đang trải qua",2,,,2
t cảm giác bản thân t đag bị coi là công cụ hơn là một đứa bạn...,tôi cảm giác bản thân tôi đang bị coi là công cụ hơn là một đứa bạn...,1,,,1
"dm t chả hiểu t nữa tay vừa viết bài đầu vừa nghĩ , có thể cô giảng bài vẫn nghe nm trong đầu đang nghĩ hôm sau cô hỏi vẫn trl dc..","định mệnh tôi chả hiểu tôi nữa tay vừa viết bài đầu vừa nghĩ , có thể cô giảng bài vẫn nghe nhưng mà trong đầu đang nghĩ hôm sau cô hỏi vẫn trả lời được",2,,,2
"nay tổ chức sn t, nhưng bánh kem k có ghi cmsn t hay ghi tên t trên đấy, nó giống như bánh kem mua sẵn ngoài tiệm chứ k phải đặt trc","nay tổ chức sinh nhật tôi, nhưng bánh kem không có ghi chúc mừng sinh nhật tôi hay ghi tên tôi trên đấy, nó giống như bánh kem mua sẵn ngoài tiệm chứ không phải đặt trước",2,,,2
"Mình cũng có thể là người như thế, mình từng như thế và hiện tại mình yêu 1 người, mình thật sự không muốn bất cứ suy nghĩ tiêu cực nào của mình ảnh hưởng đến mqh. Mình thay đổi được điều đó, mình khắc phục được, đơn giản là mình yêu rất nhiều. Tuy là con gái, nhưng mình cố gắng hiểu chuyện thay vì ovtk, giận hờn vô cớ để ny chú ý tới mình. Mình sẽ trở thành 1 người tốt trong chuyện tc, không hề thiệt đâu. Vì kể cả khi kết thúc, mình sẽ chưa từng thấy hổ thẹn hay có lỗi gì cả, mình cố gắng hết sức rồi. Khi đó, nếu đối phương không trân trọng, tức là họ k xứng đáng. Còn nếu cả 2 đều tốt hết sức với nhau, tyeu ấy sẽ kết thúc bình yên hơn kiểu kthuc khác.","Mình cũng có thể là người như thế, mình từng như thế và hiện tại mình yêu 1 người, mình thật sự không muốn bất cứ suy nghĩ tiêu cực nào của mình ảnh hưởng đến mối quan hệ. Mình thay đổi được điều đó, mình khắc phục được, đơn giản là mình yêu rất nhiều. Tuy là con gái, nhưng mình cố gắng hiểu chuyện thay vì overthinking, giận hờn vô cớ để người yêu chú ý tới mình. Mình sẽ trở thành 1 người tốt trong chuyện tình cảm, không hề thiệt đâu. Vì kể cả khi kết thúc, mình sẽ chưa từng thấy hổ thẹn hay có lỗi gì cả, mình cố gắng hết sức rồi. Khi đó, nếu đối phương không trân trọng, tức là họ không xứng đáng. Còn nếu cả 2 đều tốt hết sức với nhau, tình yêu ấy sẽ kết thúc bình yên hơn kiểu kết thúc khác.",2,,,2
"Tớ cố gắng gò bó bản thân trong những suy nghĩ tích cực. Tớ k muốn thấy 1 bản thân luôn ủ rũ, tiêu cực 1 chút nào nhưng cố gắng như vậy là k thể. Những điều tiêu cực ấy cứ ám ảnh tớ mãi,tớ k dứt ra đc","Tớ cố gắng gò bó bản thân trong những suy nghĩ tích cực. Tớ không muốn thấy 1 bản thân luôn ủ rũ, tiêu cực 1 chút nào nhưng cố gắng như vậy là không thể. Những điều tiêu cực ấy cứ ám ảnh tớ mãi,tớ không dứt ra được",1,,,1
qa nhạy cảm😢,quá nhạy cảm,2,,,2
"Nếu ta không thể yêu lấy chính mình thì sao có thể mong đợi tình yêu từ người khác, nghĩ nhiều không phải cái tội nhưng nếu không chịu thay đổi thì có lẽ kể cả khi đang được yêu thương hết mực mà vẫn cứ nghi ngờ về nó thì ta sẽ chẳng bao giờ cảm nhận được đâu. Đời này chỉ có ta là chỗ dựa duy nhất của ta thế nên đừng bỏ mặc bản thân mình nhé.","Nếu ta không thể yêu lấy chính mình thì sao có thể mong đợi tình yêu từ người khác, nghĩ nhiều không phải cái tội nhưng nếu không chịu thay đổi thì có lẽ kể cả khi đang được yêu thương hết mực mà vẫn cứ nghi ngờ về nó thì ta sẽ chẳng bao giờ cảm nhận được đâu. Đời này chỉ có ta là chỗ dựa duy nhất của ta thế nên đừng bỏ mặc bản thân mình nhé.",2,,,2
"ai giống mình không,mỗi lần mình chỉ cần suy nghĩ về việc gì đó sắp xảy ra hoặc đang sảy ra là tim mình lại nhói và khó thở hơn","ai giống mình không,mỗi lần mình chỉ cần suy nghĩ về việc gì đó sắp xảy ra hoặc đang sảy ra là tim mình lại nhói và khó thở hơn",0,,,0
"T k chán, chả qua là t kh nghĩ m lại như v, khiến t bất ngờ vs dần cảm thấy hơi thất vọng tí nhm t k có ý là bỏ m hiểu kh, t bt t khó tính nhma thôi kh sao, tại t, t xl ne","Tôi không chán, chả qua là tôi không nghĩ mình lại như vậy, khiến tôi bất ngờ với dần cảm thấy hơi thất vọng tí nhưng mà tôi có ý là bỏ mày hiểu không, tôi biết tôi khó tính nhưng mà thôi không sao, tại tôi, tôi xin lỗi nè",2,,,2
"xong t cứ nghĩ là chị ấy het yeu t roi,xog tự khóc 1 minh,suy nghĩ lỡ 1 ngày chị ấy bỏ t thì sao..","xong tôi cứ nghĩ là chị ấy hết yêu tôi rồi, xong tự khóc 1 mình,suy nghĩ lỡ 1 ngày chị ấy bỏ tôi thì sao.",1,,,1
"không ai cả, tôi suy nghĩ quá nhiều về những chuyện nhỏ nhặt , ngay cả khi bạn nhắn tin có hơi khác một chút , tôi sẽ nghĩ rằng bạn đang chán tôi và bạn sẽ rời đi","không ai cả, tôi suy nghĩ quá nhiều về những chuyện nhỏ nhặt , ngay cả khi bạn nhắn tin có hơi khác một chút , tôi sẽ nghĩ rằng bạn đang chán tôi và bạn sẽ rời đi",1,,,1
"🥺 toàn suy nghĩ tiêu cực, ko muốn tiếp xúc hay giao tiếp với ai, vô cùng nhạy cảm, dễ tổn thương, dễ khóc nhưng không muốn ai thấy...","toàn suy nghĩ tiêu cực, không muốn tiếp xúc hay giao tiếp với ai, vô cùng nhạy cảm, dễ tổn thương, dễ khóc nhưng không muốn ai thấy.",1,,,1
"Mình đã từng bị như vậy 1 thời gian, cứ hễ nhắc đến cái chuyện gì đó liên quan là tâm trạng tui không chịu đc,thực sự thời gian đó rất khó khăn","Mình đã từng bị như vậy 1 thời gian, cứ hễ nhắc đến cái chuyện gì đó liên quan là tâm trạng tui không chịu được,thực sự thời gian đó rất khó khăn",1,,,1
hiện tại bản thân tôi đã bắt đầu không còn nhớ những điều nhỏ vừa mới xẩy ra trong ngày hôm nay,hiện tại bản thân tôi đã bắt đầu không còn nhớ những điều nhỏ vừa mới xẩy ra trong ngày hôm nay,2,,,2
"thế nên chả dám tiếp xúc với ai, sợ bản thân tổn thương cũng như tổn thương người khác","thế nên chả dám tiếp xúc với ai, sợ bản thân tổn thương cũng như tổn thương người khác",1,,,1
thật mệt mỏi tôi sẽ cố gắng vượt qua nó một mình tôi không muốn vì chứng nghĩ nhiêud của bản thân làm người ấy phiền lòng,thật mệt mỏi tôi sẽ cố gắng vượt qua nó một mình tôi không muốn vì chứng nghĩ nhiều của bản thân làm người ấy phiền lòng,1,,,1
Tôibịdính overthinking từlúc bametôi mất.Vàingàynữa là đến Tết rồi.Ae bạn bè chuẩn bị về quê ăn Tết với bame.Tôi thì Tết này coi như bỏ.nghĩ mà chán🥹,"Tôi bị dính overthinking từ lúc ba mẹ tôi mất.Vài ngàynữa là đến Tết rồi, anh em bạn bè chuẩn bị về quê ăn Tết với ba mẹ.Tôi thì Tết này coi như bỏ.nghĩ mà chán",1,,,1
em cũng bị hay kiểu đầu óc lo sợ buổi chiều hay mệt lắm với muốn chóng mặt nữa mà nhìn xa còn thấy mờ nó khó chịu vô cùng,em cũng bị hay kiểu đầu óc lo sợ buổi chiều hay mệt lắm với muốn chóng mặt nữa mà nhìn xa còn thấy mờ nó khó chịu vô cùng,2,,,2
con 16 tuổi con cũng bị vừa trầm cảm và lo âu 🥺🥺 mong con hết con chs thể thao nhìu và ăn uống lạnh mành vui vẻ,con 16 tuổi con cũng bị vừa trầm cảm và lo âu mong con hết con chơi thể thao nhiều và ăn uống lạnh mành vui vẻ,2,,,2
"Muốn buông xuôi lắm chớ , buông thì ko nỡ “ Ba Mẹ “ vẫn đg nhìn mình cố gắng , nhma con met qua a con hong biet phai lam sao","Muốn buông xuôi lắm chớ , buông thì không nỡ “ Ba Mẹ “ vẫn đang nhìn mình cố gắng , nhưng mà con mệt quá ạ con không biết phải làm sao",1,,,1
"Nhiều lúc lo lắng vô cớ, tim cứ đập thình thịch mà ko hiểu tại sao.","Nhiều lúc lo lắng vô cớ, tim cứ đập thình thịch mà không hiểu tại sao.",2,,,2
"Cảm giác mình ko đủ tốt để làm bất cứ việc gì, cứ lo sợ thất bại mãi.","Cảm giác mình không đủ tốt để làm bất cứ việc gì, cứ lo sợ thất bại mãi.",1,,,1
"Đang ngồi học mà tự nhiên thấy lo lắng ngang, ko tập trung đc j hết trơn.","Đang ngồi học mà tự nhiên thấy lo lắng ngang, không tập trung được gì hết trơn.",2,,,2
Sợ sau này ra trường ko xin đc việc rồi thành gánh nặng cho gia đình.,Sợ sau này ra trường không xin được việc rồi thành gánh nặng cho gia đình.,1,,,1
"Có ai giống tui ko, trc khi nói j cũng phải tập dượt kịch bản cả chục lần trong đầu.","Có ai giống tui không, trước khi nói gì cũng phải tập dượt kịch bản cả chục lần trong đầu.",2,,,2
"Nhìn mn xung quanh giỏi giang wa' làm mình thấy tự ti vc, lo sợ đủ đường.","Nhìn mọi người xung quanh giỏi giang quá làm mình thấy tự ti vãi chưởng, lo sợ đủ đường.",1,,,1
"Cái vòng lặp ot này bao giờ mới kết thúc đây, sợ mình bị trầm cảm mất.","Cái vòng lặp này bao giờ mới kết thúc đây, sợ mình bị trầm cảm mất.",1,,,1
"Mỗi lần nghĩ về mấy mối quan hệ là tui lại thấy mông lung, sợ bị bỏ rơi.","Mỗi lần nghĩ về mấy mối quan hệ là tui lại thấy mông lung, sợ bị bỏ rơi.",1,,,1
"Ko bít sau này có ai thương mình ko, hay lại cô đơn đến già.","Không biết sau này có ai thương mình không, hay lại cô đơn đến già.",1,,,1
Áp lực từ gđ khiến tui lúc nào cũng trong trạng thái lo sợ ko đạt đc kỳ vọng.,Áp lực từ gia đình khiến tui lúc nào cũng trong trạng thái lo sợ không đạt được kỳ vọng.,1,,,1
"Tui hay bị vã mồ hôi hột mỗi khi phải thuyết trình trc đám đông, sợ vãi.","Tui hay bị vã mồ hôi hột mỗi khi phải thuyết trình trước đám đông, sợ vãi.",2,,,2
Cứ lo xa những chuyện chưa xảy ra làm đầu óc lúc nào cũng căng thẳng.,Cứ lo xa những chuyện chưa xảy ra làm đầu óc lúc nào cũng căng thẳng.,1,,,1
"Mông lung về con đường phía trước wa', ko bít lựa chọn này có đúng ko.","Mông lung về con đường phía trước quá, không biết lựa chọn này có đúng không.",1,,,1
Sợ nhất là cảm giác mình đang dậm chân tại chỗ trong khi thế giới cứ quay.,Sợ nhất là cảm giác mình đang dậm chân tại chỗ trong khi thế giới cứ quay.,1,,,1
Có những ngày chỉ mún nằm một chỗ vì lo lắng ko có sức lực làm j.,Có những ngày chỉ muốn nằm một chỗ vì lo lắng không có sức lực làm gì.,0,,,0
"Nhìn bố mẹ ngày càng yếu mà mình vẫn chưa làm đc j báo hiếu, lo thật sự.","Nhìn bố mẹ ngày càng yếu mà mình vẫn chưa làm được gì báo hiếu, lo thật sự.",1,,,1
"Tui bị sợ ng lạ mn ạ, mỗi lần gặp ai ko quen là lại thấy bất an.","Tui bị sợ người lạ mọi người ạ, mỗi lần gặp ai không quen là lại thấy bất an.",2,,,2
"Sao tui cứ hay lo cho những chiện nhỏ nhặt zậy chời, mệt mỏi wa'.","Sao tui cứ hay lo cho những chiện nhỏ nhặt vậy chời, mệt mỏi quá",0,,,0
"Cứ cảm thấy có cái j đó ko ổn sắp xảy ra, lo lắng bồn chồn ko yên.","Cứ cảm thấy có cái gì đó không ổn sắp xảy ra, lo lắng bồn chồn không yên.",2,,,2
Sợ mình ko đủ bản lĩnh để đối mặt với sóng gió sau này.,Sợ mình không đủ bản lĩnh để đối mặt với sóng gió sau này.,1,,,1
"Cảm giác tương lai mịt mù như sương mù z á, ko thấy lối ra đâu lun.","Cảm giác tương lai mịt mù như sương mù vậy á, không thấy lối ra đâu luôn.",2,,,2
Mỗi lần nghĩ đến việc phải giao tiếp xã hội là tui lại thấy hãi hùng.,Mỗi lần nghĩ đến việc phải giao tiếp xã hội là tui lại thấy hãi hùng.,1,,,1
"Ko bít mn nghĩ j về mình, sợ mn ghét mình wa'.","Không biết mọi người nghĩ gì về mình, sợ mọi người ghét mình quá",1,,,1
Tui hay bị mất ngủ vì những suy nghĩ tiêu cực bủa vây mỗi đêm.,Tui hay bị mất ngủ vì những suy nghĩ tiêu cực bủa vây mỗi đêm.,2,,,2
"Lo lắng nhìu đến mức tim thắt lại lun, cảm giác khó thở vc.","Lo lắng nhiều đến mức tim thắt lại luôn, cảm giác khó thở.",2,,,2
Sợ mình ko thực hiện đc ước mơ rồi lại hối hận cả đời.,Sợ mình không thực hiện được ước mơ rồi lại hối hận cả đời.,1,,,1
"Có ai bị kiểu hay lo sợ những điều vô lý ko, bít là vô lý mà vẫn lo.","Có ai bị kiểu hay lo sợ những điều vô lý không, biết là vô lý mà vẫn lo.",2,,,2
